,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
3698,F,0.66,0.53,0.17,1.431,0.622,0.309,0.39799999999999996,0
3699,M,0.66,0.51,0.18,1.261,0.5,0.2335,0.33899999999999997,0
3700,F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,0
3701,F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,0
3702,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,0
3703,F,0.67,0.54,0.2,1.46,0.6435,0.32799999999999996,0.4165,0
3704,F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,0
3705,M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,0
3706,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,0
3707,M,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,0
3708,M,0.685,0.535,0.175,1.432,0.637,0.247,0.46,0
3709,M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,0
3710,F,0.705,0.53,0.17,1.564,0.612,0.39399999999999996,0.44,0
3711,M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,0
3712,F,0.725,0.56,0.185,1.7919999999999998,0.873,0.36700000000000005,0.435,0
3713,M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,0
3714,I,0.235,0.13,0.075,0.1585,0.0685,0.037000000000000005,0.0465,0
3715,I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,0
3716,I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,0
3717,I,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,0
3718,F,0.38,0.32,0.115,0.6475,0.32299999999999995,0.1325,0.16399999999999998,0
3719,M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,0
3720,I,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,0
3721,I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,0
3722,F,0.485,0.365,0.15,0.9145,0.4145,0.19899999999999998,0.273,0
3723,M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,0
3724,I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,0
3725,M,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,0
3726,I,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,0
3727,M,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17,0
3728,M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,0
3729,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,0
3730,F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,0
3731,M,0.605,0.455,0.16,1.1215,0.5329999999999999,0.273,0.271,0
3732,M,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,0
3733,M,0.615,0.475,0.15,1.0375,0.47600000000000003,0.2325,0.28300000000000003,0
3734,M,0.625,0.48,0.18,1.2229999999999999,0.565,0.2975,0.3375,0
3735,M,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,0
3736,F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,0
3737,F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,0
3738,F,0.65,0.5,0.17,1.4045,0.6940000000000001,0.318,0.3235,0
3739,F,0.67,0.525,0.195,1.37,0.6065,0.2955,0.40700000000000003,0
3740,F,0.695,0.525,0.205,1.8185,0.8190000000000001,0.4025,0.4525,0
3741,F,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,0
3742,I,0.275,0.205,0.065,0.10099999999999999,0.040999999999999995,0.021,0.034,0
3743,I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,0
3744,I,0.36,0.265,0.085,0.1865,0.0675,0.037000000000000005,0.0615,0
3745,I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,0
3746,I,0.4,0.315,0.1,0.3225,0.14300000000000002,0.0735,0.091,0
3747,I,0.43,0.33,0.095,0.32,0.11800000000000001,0.065,0.12300000000000001,0
3748,I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,0
3749,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,0
3750,I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,0
3751,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,0
3752,I,0.485,0.37,0.14,0.5065,0.2425,0.08800000000000001,0.1465,0
3753,I,0.51,0.395,0.105,0.5525,0.23399999999999999,0.127,0.165,0
3754,I,0.515,0.39,0.12,0.565,0.235,0.135,0.179,0
3755,I,0.52,0.41,0.14,0.6990000000000001,0.3395,0.129,0.1945,0
3756,I,0.525,0.4,0.14,0.6055,0.2605,0.10800000000000001,0.21,0
3757,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,0
3758,M,0.53,0.425,0.13,0.7020000000000001,0.2975,0.1395,0.22,0
3759,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,0
3760,I,0.53,0.395,0.115,0.475,0.2025,0.10099999999999999,0.14800000000000002,0
3761,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,0
3762,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,0
3763,I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,0
3764,F,0.555,0.44,0.14,0.846,0.34600000000000003,0.1715,0.2735,0
3765,M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,0
3766,M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,0
3767,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,0
3768,I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,0
3769,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,0
3770,M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,0
3771,F,0.575,0.46,0.15,0.927,0.33299999999999996,0.207,0.2985,0
3772,I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,0
3773,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,0
3774,F,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,0
3775,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,0
3776,I,0.59,0.45,0.125,0.86,0.43700000000000006,0.1515,0.245,0
3777,M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,0
3778,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,0
3779,M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,0
3780,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.34299999999999997,0
3781,I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,0
3782,M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,0
3783,M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,0
3784,M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,0
3785,M,0.63,0.49,0.16,1.09,0.40700000000000003,0.22399999999999998,0.354,0
3786,F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,0
3787,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,0
3788,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,0
3789,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,0
3790,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,0
3791,F,0.665,0.525,0.18,1.5785,0.6779999999999999,0.22899999999999998,0.456,0
3792,M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,0
3793,M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,0
3794,F,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45,0
3795,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,0
3796,F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,0
3797,F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,0
3798,M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,0
3799,I,0.205,0.155,0.045,0.0495,0.0235,0.011000000000000001,0.013999999999999999,0
3800,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,0
3801,I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,0
3802,I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,0
3803,M,0.425,0.305,0.11,0.359,0.17300000000000001,0.0875,0.0975,0
3804,I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,0
3805,F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,0
3806,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,0
3807,F,0.52,0.375,0.135,0.5375,0.221,0.11699999999999999,0.17,0
3808,I,0.525,0.4,0.125,0.5655,0.2435,0.11900000000000001,0.175,0
3809,M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,0
3810,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,0
3811,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,0
3812,I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,0
3813,I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,0
3814,M,0.465,0.355,0.12,0.5315,0.2725,0.09699999999999999,0.1395,0
3815,M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,0
3816,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,0
3817,M,0.57,0.45,0.14,0.9275,0.47700000000000004,0.1605,0.2515,0
3818,M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,0
3819,M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,0
3820,F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.35600000000000004,0
3821,F,0.615,0.455,0.135,1.0590000000000002,0.4735,0.263,0.27399999999999997,0
3822,M,0.62,0.46,0.17,1.127,0.535,0.2635,0.29600000000000004,0
3823,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,0
3824,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,0
3825,M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,0
3826,M,0.68,0.52,0.175,1.5430000000000001,0.7525,0.35100000000000003,0.374,0
3827,F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,0
3828,M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,0
3829,F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,0
3830,F,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,0
3831,M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,0
3832,M,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,0
3833,F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,0
3834,M,0.41,0.325,0.1,0.3555,0.146,0.07200000000000001,0.105,0
3835,I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,0
3836,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,0
3837,M,0.52,0.425,0.125,0.79,0.37200000000000005,0.205,0.19,0
3838,F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,0
3839,M,0.5,0.42,0.125,0.62,0.255,0.15,0.205,0
3840,F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,0
3841,M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,0
3842,M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,0
3843,M,0.455,0.35,0.105,0.41600000000000004,0.1625,0.09699999999999999,0.145,0
3844,I,0.37,0.275,0.085,0.2045,0.096,0.055999999999999994,0.08,0
3845,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,0
3846,F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.45299999999999996,0
3847,M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,0
3848,F,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,0
3849,M,0.56,0.44,0.13,0.8255,0.2425,0.20199999999999999,0.285,0
3850,M,0.55,0.41,0.15,0.785,0.282,0.18600000000000003,0.275,0
3851,F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,0
3852,F,0.485,0.4,0.155,0.731,0.23600000000000002,0.183,0.255,0
3853,M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,0
3854,I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,0
3855,M,0.655,0.515,0.2,1.3730000000000002,0.44299999999999995,0.3375,0.49,0
3856,F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,0
3857,F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,0
3858,F,0.55,0.465,0.15,1.082,0.3575,0.19399999999999998,0.19,0
3859,F,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,0
3860,M,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,0
3861,F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,0
3862,I,0.32,0.235,0.065,0.1385,0.057999999999999996,0.0225,0.05,0
3863,M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,1
3864,F,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195,0
3865,F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,0
3866,F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,0
3867,F,0.49,0.385,0.16,0.6559999999999999,0.2455,0.171,0.205,0
3868,M,0.545,0.44,0.165,0.7440000000000001,0.2875,0.204,0.25,0
3869,F,0.45,0.36,0.11,0.447,0.203,0.08199999999999999,0.13,0
3870,F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,0
3871,I,0.33,0.25,0.075,0.1405,0.055999999999999994,0.035,0.05,0
3872,F,0.525,0.41,0.15,0.708,0.27399999999999997,0.151,0.25,0
3873,M,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,0
3874,M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,0
3875,F,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41,0
3876,M,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,0
3877,F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,0
3878,I,0.38,0.3,0.1,0.28600000000000003,0.1305,0.055999999999999994,0.09,0
3879,F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,0
3880,F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,0
3881,M,0.54,0.425,0.12,0.8170000000000001,0.2945,0.153,0.195,0
3882,I,0.29,0.225,0.075,0.152,0.071,0.059000000000000004,0.045,0
3883,I,0.41,0.33,0.105,0.335,0.1525,0.07400000000000001,0.11,0
3884,F,0.46,0.375,0.12,0.4915,0.2205,0.08800000000000001,0.17,0
3885,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,0
3886,F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,0
3887,M,0.62,0.5,0.2,1.2209999999999999,0.4605,0.263,0.43,0
3888,M,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,0
3889,F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,0
3890,F,0.5,0.4,0.15,0.8085,0.273,0.11199999999999999,0.295,0
3891,I,0.435,0.355,0.125,0.4075,0.1535,0.07400000000000001,0.165,0
3892,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,0
3893,F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,0
3894,M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,0
3895,F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,0
3896,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,0
3897,I,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,0
3898,M,0.445,0.345,0.14,0.47600000000000003,0.2055,0.1015,0.1085,0
3899,F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,0
3900,I,0.16,0.12,0.02,0.018000000000000002,0.0075,0.0045,0.005,0
3901,M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,0
3902,M,0.575,0.47,0.165,0.853,0.292,0.179,0.35,0
3903,M,0.38,0.27,0.095,0.21899999999999997,0.0835,0.0515,0.07,0
3904,M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,0
3905,I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,0
3906,I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,0
3907,F,0.455,0.375,0.125,0.45799999999999996,0.1985,0.111,0.12,0
3908,M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,0
3909,I,0.355,0.27,0.1,0.21600000000000003,0.083,0.037000000000000005,0.075,0
3910,I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,0
3911,I,0.54,0.4,0.145,0.757,0.315,0.18100000000000002,0.215,0
3912,I,0.52,0.39,0.14,0.7325,0.2415,0.14400000000000002,0.26,1
3913,I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,0
3914,F,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225,0
3915,I,0.615,0.46,0.19,1.0659999999999998,0.4335,0.226,0.33,0
3916,F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,0
3917,I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,0
3918,M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,0
3919,M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,0
3920,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,0
3921,M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,0
3922,F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,0
3923,F,0.47,0.35,0.115,0.48700000000000004,0.1955,0.127,0.155,0
3924,I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,0
3925,I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,0
3926,I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,0
3927,F,0.65,0.515,0.215,1.4980000000000002,0.564,0.32299999999999995,0.425,0
3928,F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,0
3929,I,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3,0
3930,F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,0
3931,I,0.235,0.18,0.06,0.057999999999999996,0.022000000000000002,0.0145,0.018000000000000002,0
3932,I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,0
3933,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,0
3934,F,0.475,0.4,0.115,0.541,0.18600000000000003,0.1025,0.21,0
3935,M,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,0
3936,F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,0
3937,M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,0
3938,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,0
3939,F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,0
3940,F,0.525,0.4,0.115,0.6295,0.2555,0.14400000000000002,0.18,0
3941,M,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,0
3942,M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,0
3943,I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,0
3944,M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,0
3945,M,0.475,0.365,0.14,0.6175,0.20199999999999999,0.1445,0.19,0
3946,F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,0
3947,F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,0
3948,F,0.53,0.425,0.13,0.7170000000000001,0.2115,0.166,0.255,0
3949,F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,0
3950,I,0.315,0.235,0.08,0.18,0.08,0.045,0.047,0
3951,I,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,0
3952,M,0.485,0.385,0.105,0.556,0.29600000000000004,0.10400000000000001,0.133,0
3953,I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,0
3954,F,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22,0
3955,F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,0
3956,F,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345,0
3957,F,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,0
3958,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,0
3959,M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,0
3960,F,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,0
3961,I,0.27,0.205,0.075,0.11800000000000001,0.059000000000000004,0.031,0.0305,0
3962,I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,0
3963,I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,0
3964,I,0.295,0.22,0.065,0.1295,0.052000000000000005,0.027999999999999997,0.035,0
3965,I,0.315,0.23,0.07,0.16399999999999998,0.0625,0.04,0.045,0
3966,I,0.375,0.29,0.095,0.2875,0.12300000000000001,0.0605,0.08,0
3967,I,0.38,0.3,0.09,0.27699999999999997,0.1655,0.0625,0.08199999999999999,0
3968,I,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,0
3969,I,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,0
3970,M,0.415,0.315,0.12,0.4015,0.19899999999999998,0.087,0.09699999999999999,0
3971,I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,0
3972,I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,0
3973,I,0.44,0.33,0.135,0.4095,0.163,0.1005,0.11900000000000001,0
3974,I,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,0
3975,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,0
3976,M,0.485,0.39,0.12,0.599,0.251,0.1345,0.16899999999999998,0
3977,M,0.495,0.375,0.115,0.6245,0.282,0.14300000000000002,0.155,0
3978,F,0.525,0.41,0.115,0.7745,0.41600000000000004,0.163,0.18,0
3979,M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,0
3980,I,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,0
3981,F,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225,0
3982,M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,0
3983,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,0
3984,F,0.645,0.525,0.17,1.37,0.6135,0.28300000000000003,0.34,0
3985,F,0.655,0.545,0.185,1.7590000000000001,0.6865,0.313,0.547,0
3986,M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,0
3987,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,0
3988,M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,0
3989,M,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,0
3990,M,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,0
3991,M,0.72,0.6,0.235,2.2385,0.9840000000000001,0.41100000000000003,0.621,0
3992,I,0.185,0.135,0.045,0.032,0.011000000000000001,0.0065,0.01,0
3993,I,0.245,0.175,0.055,0.0785,0.04,0.018000000000000002,0.02,0
3994,I,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,0
3995,I,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,0
3996,I,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,0
3997,I,0.415,0.31,0.095,0.34,0.18100000000000002,0.057,0.083,0
3998,I,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,0
3999,I,0.48,0.35,0.105,0.635,0.35200000000000004,0.127,0.135,0
4000,I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,0
4001,I,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,0
4002,M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,0
4003,F,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,0
4004,M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,0
4005,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,0
4006,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,0
4007,M,0.61,0.49,0.16,1.146,0.597,0.24600000000000002,0.265,0
4008,M,0.61,0.475,0.15,1.1420000000000001,0.62,0.237,0.245,0
4009,M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.28600000000000003,0
4010,F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,0
4011,M,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995,0
4012,M,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,0
4013,M,0.635,0.48,0.145,1.181,0.665,0.22899999999999998,0.225,0
4014,F,0.64,0.525,0.175,1.382,0.6459999999999999,0.3115,0.37,0
4015,M,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002,0
4016,M,0.66,0.485,0.155,1.2275,0.61,0.27399999999999997,0.3,0
4017,M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,0
4018,F,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,0
4019,F,0.69,0.58,0.195,1.6580000000000001,0.708,0.3615,0.4715,0
4020,M,0.72,0.545,0.195,1.7475,0.8215,0.38299999999999995,0.4705,0
4021,I,0.275,0.2,0.07,0.096,0.037000000000000005,0.0225,0.03,0
4022,I,0.33,0.245,0.065,0.1445,0.057999999999999996,0.032,0.0505,0
4023,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,0
4024,I,0.365,0.28,0.09,0.196,0.0865,0.036000000000000004,0.0605,0
4025,I,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,0
4026,I,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,0
4027,I,0.435,0.335,0.11,0.33399999999999996,0.1355,0.0775,0.0965,0
4028,I,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,0
4029,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,0
4030,I,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18,0
4031,I,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,0
4032,M,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,0
4033,I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,0
4034,I,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,0
4035,I,0.54,0.415,0.155,0.7020000000000001,0.322,0.16699999999999998,0.19,0
4036,I,0.55,0.445,0.125,0.672,0.28800000000000003,0.1365,0.21,0
4037,I,0.56,0.44,0.155,0.8109999999999999,0.3685,0.17800000000000002,0.235,0
4038,F,0.575,0.45,0.12,0.9585,0.447,0.16899999999999998,0.275,0
4039,I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,0
4040,F,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.23600000000000002,0
4041,F,0.58,0.46,0.135,0.9259999999999999,0.4025,0.20800000000000002,0.275,0
4042,F,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,0
4043,M,0.59,0.45,0.16,0.998,0.445,0.214,0.301,0
4044,M,0.6,0.46,0.155,0.6655,0.285,0.149,0.26899999999999996,0
4045,M,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,0
4046,F,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,0
4047,M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,0
4048,M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,0
4049,M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,0
4050,M,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,0
4051,F,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36,0
4052,F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,0
4053,F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,0
4054,M,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,0
4055,F,0.69,0.535,0.185,1.8259999999999998,0.797,0.409,0.499,0
